  2214 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
   -2   30    0     -4   21  -21     0.782743  -0.434450
   -2   30    1    -20  -19   12    -0.303931  -2.140152
   -1  -30   -2    -26   10   11     0.008036  -2.684210
   -1  -30   -1     29   -7   -4    -1.853571   2.989418
   -1  -30    0     15  -26   -1     2.592775   1.463357
   -1  -30    1     -7    4   29    -1.621141  -0.746048
   -1  -30    2     20   19   12     0.273986   2.144826
   -1  -29   -8     29   -7    4     0.193404   2.998703
   -1  -29    8     13   27    0    -1.872670   1.383561
   -1  -28  -11     -5   14   26    -0.360150  -0.557443
   -1  -28   11    -21   10   19     0.760381  -2.191701
   -1  -27  -13     -6  -24   17    -0.442111  -0.671866
   -1  -27   13     -7   27  -11     0.150426  -0.709191
   -1  -26  -15     -8  -24  -16     0.239154  -0.909857
   -1  -26   15     -2  -27   13     0.187816  -0.344565
   -1  -24  -18      7  -29   -4     0.092304   0.687851
   -1  -24   18      1    2   30     1.254010   0.183847
   -1  -18  -24     -9   14  -25    -0.055502  -0.958665
   -1  -18   24    -30    1   -1    -0.077441  -3.099411
   -1  -15  -26     20    8   21    -0.683925   2.126731
   -1  -15   26     -1    1   30    -0.406109  -0.164115
   -1  -13  -27     29    3    7     0.204980   3.042797
   -1  -13   27      0   15   26     1.557840   0.034942
   -1  -11  -28    -19  -17   16    -0.034218  -2.045300
   -1  -11   28     23    9   17    -0.840418   2.388644
   -1   -8  -29    -29    5   -6     1.826785  -3.009496
   -1   -8   29     14   15   22    -1.626669   1.438875
   -1   -2  -30     28    4  -10     0.109576   2.938414
   -1   -2   30     14  -25    9    -0.391825   1.401388
   -1   -1  -30      3   29    7     0.844930   0.401726
   -1   -1   30    -10  -15  -24    -0.134844  -1.081518
   -1    0  -30    -24  -15  -10    -0.872787  -2.533329
   -1    0   30     12   27   -5    -0.176290   1.307027
   -1    1  -30     19  -12  -20     1.611833   1.993834
   -1    1   30     -7  -29    3    -0.678686  -0.814722
   -1    2  -30      0  -18  -24     0.495027  -0.042159
   -1    2   30    -19   20  -12     0.107642  -1.979708
   -1    8  -29      2  -15   26    -0.320828   0.289567
   -1    8   29     26   -5  -14     0.557907   2.695990
   -1   11  -28     24   16    8     0.075786   2.537517
   -1   11   28    -26   -1   15    -0.542434  -2.716414
   -1   13  -27     26  -14   -5     0.042905   2.664838
   -1   13   27    -17   -9   23    -0.080370  -1.795136
   -1   15  -26      1  -29   -8    -0.590476   0.100756
   -1   15   26      6   -5   29     1.467203   0.651252
   -1   18  -24    -20  -12   19     0.098734  -2.135515
   -1   18   24     10   11  -26     0.259331   1.074992
   -1   24  -18      4  -16  -25    -0.414290   0.449043
   -1   24   18    -20  -21    8    -0.296499  -2.151282
   -1   26  -15     -7  -15   25     0.967232  -0.779446
   -1   26   15     13  -27   -1     0.999193   1.314249
   -1   27  -13    -27    7  -11     0.386299  -2.805331
   -1   27   13    -23  -19   -4    -1.780066  -2.434661
   -1   28  -11     15   -1  -26     1.045053   1.526236
   -1   28   11     -9  -28    6    -0.847968  -1.011748
   -1   29   -8     30    2   -1     1.446056   3.135889
   -1   29    8     27  -12   -5    -1.550762   2.791153
   -1   30   -2    -25   -7  -15    -1.432854  -2.620702
   -1   30   -1     15  -14  -22     1.553621   1.495944
   -1   30    0    -15  -14  -22     0.806601  -1.567575
   -1   30    1    -12   23  -15    -0.564091  -1.234593
   -1   30    2    -17   19   16    -0.392802  -1.749547
    0  -30   -2     23   17   -9    -0.110630   2.414681
    0  -30   -1      9   25   14     0.460134   1.002363
    0  -30    0      2  -13   27     1.403000   0.296587
    0  -30    1    -29   -5    6    -0.101431  -3.053286
    0  -30    2    -11   10   26     1.175886  -1.151788
    0  -29   -8     -8   24   16     1.708995  -0.837785
    0  -29    8     23   -3   19    -0.648536   2.364188
    0  -28  -11    -11   23  -16     0.414217  -1.142727
    0  -28   11     16   23   11    -0.950200   1.712629
    0  -27  -13      5  -14  -26     1.005172   0.556275
    0  -27   13     21  -19   10    -0.958656   2.178121
    0  -26  -15      9  -14   25    -1.438851   0.956486
    0  -26   15     11  -16   23     0.902353   1.148210
    0  -24  -18     18  -16  -18     0.230988   1.877795
    0  -24   18    -26   -5   14    -0.643980  -2.728268
    0  -18  -24    -11   26   10    -0.042381  -1.133440
    0  -18   24    -21  -21    4     0.144923  -2.250117
    0  -15  -26      4   21   21    -1.376274   0.498653
    0  -15   26     17    9  -23    -0.290713   1.794370
    0  -13  -27    -26    1  -15    -2.079113  -2.708038
    0  -13   27     14  -22  -15    -0.427709   1.404565
    0  -11  -28      8    7  -28    -0.187846   0.884065
    0  -11   28     21   -8  -20     0.788768   2.197162
    0   -8  -29    -12  -27    5     1.884464  -1.305704
    0   -8   29    -24   -8   16    -0.373259  -2.518101
    0   -2  -30     30    0    2     0.400278   3.117760
    0   -2   30      0  -18   24     0.582642  -0.038964
    0   -1  -30      0   24   18    -0.129036   0.046047
    0   -1   30    -24   -8   16     0.344279  -2.520077
    0    0  -30    -28    7    8     0.691404  -2.904895
    0    0   30    -17   17   18    -2.014472  -1.762112
    0    1  -30     17   16   19     0.116504   1.809334
    0    1   30    -24  -18    2     1.633976  -2.547909
    0    2  -30    -27    7  -11    -0.401258  -2.806351
    0    2   30     15   -1   26    -1.523882   1.527470
    0    8  -29    -16   25    5     1.734485  -1.609080
    0    8   29     -8  -21   20    -1.637380  -0.902204
    0   11  -28      8   16  -24    -0.113377   0.890625
    0   11   28     -9  -14   25    -0.215979  -0.982765
    0   13  -27      5   14   26    -0.917704   0.588745
    0   13   27     -7  -25   15     1.881066  -0.795316
    0   15  -26    -28   -7    8     0.322630  -2.951371
    0   15   26     -7   -4  -29    -0.179118  -0.764408
    0   18  -24      0   28  -11     0.251468   0.062096
    0   18   24     30   -1    2     0.673844   3.103107
    0   24  -18    -21   -8  -20     0.907221  -2.216463
    0   24   18     -9  -17  -23     0.982938  -0.990732
    0   26  -15    -25    5  -16     0.352552  -2.597630
    0   26   15    -27   11    7    -1.188193  -2.797566
    0   27  -13      0  -15   26     0.575689  -0.033596
    0   27   13      8   28   -7    -0.592452   0.911989
    0   28  -11     19   20  -12     0.012022   2.049629
    0   28   11     -1   -2   30    -0.230312  -0.179304
    0   29   -8    -27   -5   12     0.393369  -2.843324
    0   29    8    -27   13    0     0.563061  -2.783807
    0   30   -2    -16   -4  -25    -0.669803  -1.672959
    0   30   -1     -7   28    8     0.814624  -0.698515
    0   30    0    -10  -11   26     0.590789  -1.073292
    0   30    1     26   -9   12    -0.385774   2.690478
    0   30    2    -29    8    1    -0.903994  -2.981097
    1  -30   -2     13    1  -27     0.078256   1.355119
    1  -30   -1      6  -24  -17     0.027242   0.632064
    1  -30    0      0    8   29     1.990381   0.017898
    1  -30    1      1   15   26     0.069743   0.204859
    1  -30    2     -2  -26   15     0.431284  -0.338374
    1  -29   -8     20  -19  -12    -0.417300   2.090779
    1  -29    8     16  -25    5     0.013520   1.617014
    1  -28  -11      7   15   25     0.122161   0.781439
    1  -28   11     -7   -8   28     0.977738  -0.768016
    1  -27  -13     16  -25   -5    -0.522895   1.607652
    1  -27   13      6   29   -5    -1.246683   0.681423
    1  -26  -15    -15  -12  -23     2.296891  -1.560903
    1  -26   15    -12   19   20     0.555132  -1.245422
    1  -24  -18     28   -4  -10     1.738181   2.914684
    1  -24   18    -14   15  -22    -1.123456  -1.411700
    1  -18  -24     12   15   23     1.793553   1.281944
    1  -18   24     19   17  -16     0.656443   2.044130
    1  -15  -26     -7   -4  -29     0.491980  -0.765964
    1  -15   26    -17  -13  -21     1.521418  -1.804214
    1  -13  -27    -11   -7  -27    -0.292759  -1.182990
    1  -13   27      5   12  -27    -0.462467   0.581533
    1  -11  -28    -27   13   -2    -1.090859  -2.788594
    1  -11   28     -1    0  -30    -1.308328  -0.172032
    1   -8  -29     23    4   19     0.589063   2.377918
    1   -8   29     21  -17   13    -1.196340   2.182738
    1   -2  -30     11   -1  -28     1.256143   1.161705
    1   -2   30     14    5   26     0.358574   1.429790
    1   -1  -30      8  -24  -16    -0.705085   0.838115
    1   -1   30     21  -21    4     1.041384   2.165397
    1    0  -30     -5  -26  -14     0.320929  -0.606306
    1    0   30     -8    0  -29    -2.135455  -0.876316
    1    1  -30    -16   24   -8     1.527446  -1.621278
    1    1   30    -10  -11   26     0.157301  -1.072835
    1    2  -30     20   -4  -22    -0.577019   2.112239
    1    2   30     -2   27   13     0.402786  -0.265855
    1    8  -29     17    9  -23     0.422300   1.794402
    1    8   29    -19    4  -23     0.114257  -2.008403
    1   11  -28     18  -24   -2     0.492188   1.847164
    1   11   28     26  -15    1    -0.428898   2.660307
    1   13  -27      3   29    7     0.051683   0.400926
    1   13   27    -22  -14   15    -1.490676  -2.283555
    1   15  -26     -2    1  -30    -0.122716  -0.301905
    1   15   26    -10  -24  -15    -0.312606  -1.104923
    1   18  -24    -16   19   17    -2.128890  -1.628987
    1   18   24     -3  -23  -19     1.277298  -0.396371
    1   24  -18      1  -30    1     0.534658   0.095360
    1   24   18    -23   -7  -18    -0.515884  -2.381420
    1   26  -15    -18  -24    1     0.891712  -1.948100
    1   26   15     -4   10   28    -0.091104  -0.456339
    1   27  -13    -30    0    0     0.136407  -3.111931
    1   27   13     27  -13    2     0.210368   2.788620
    1   28  -11    -27    2  -13    -0.193926  -2.815884
    1   28   11    -19    4   23     1.903230  -2.005674
    1   29   -8      6  -17  -24    -0.551757   0.636847
    1   29    8     24  -18    2    -0.733598   2.448750
    1   30   -2     -4  -16  -25    -0.804423  -0.480425
    1   30   -1    -26   -1   15     0.902094  -2.718200
    1   30    0    -11  -28   -1    -0.516221  -1.218147
    1   30    1     20  -19  -12    -1.627457   2.089648
    1   30    2    -24  -17    6    -0.111968  -2.541453
    2  -30   -1    -16  -18  -18     0.401157  -1.700875
    2  -30    0     11  -10  -26     0.389923   1.151626
    2  -30    1     11  -16  -23    -0.046710   1.146465
    2  -27  -13      7   11  -27     1.156241   0.774389
    2  -27   13     19   23   -3    -0.253583   2.063427
    2  -26  -15     17  -21  -13    -0.233427   1.742700
    2  -26   15     -7  -11   27    -0.189783  -0.774458
    2  -24  -18    -20  -10   20    -0.215476  -2.128866
    2  -24   18     -7    4   29     0.914293  -0.743825
    2  -18  -24     -9   12   26    -1.010954  -0.959315
    2  -18   24     28  -11    1    -0.073128   2.884552
    2  -15  -26    -23   15   12    -0.270518  -2.327893
    2  -15   26    -21   10  -19    -0.323771  -2.193986
    2  -13  -27      9   25   14     0.475172   1.004048
    2  -13   27     26  -10  -11    -0.422131   2.682768
    2   -1  -30      0    8   29    -0.077962   0.019520
    2   -1   30     -9  -14   25    -0.675276  -0.983683
    2    0  -30     10  -15   24     0.808250   1.053185
    2    0   30    -25    7   15     1.755984  -2.590061
    2    1  -30     28   -8    7    -1.405861   2.900439
    2    1   30     -2    0  -30     0.435446  -0.309109
    2   13  -27     16   11   23    -0.528736   1.690956
    2   13   27     -8    1   29     2.201363  -0.866626
    2   15  -26      7   27  -11    -0.574328   0.802997
    2   15   26     18  -18   16    -1.237204   1.869765
    2   18  -24    -29   -6    5    -0.422817  -3.058411
    2   18   24      1   30    2    -0.102066   0.254449
    2   24  -18     -6   28   -9     0.479868  -0.629072
    2   24   18     16  -25    5     1.465587   1.617294
    2   26  -15     -6  -17  -24     1.013855  -0.668425
    2   26   15     -5  -25  -16     0.806827  -0.599241
    2   27  -13    -18   24   -1     1.141336  -1.855649
    2   27   13     18  -16   18    -0.850419   1.878775
    2   30   -1     26  -11  -10     0.119871   2.678431
    2   30    0    -12   20  -19     1.096678  -1.241385
    2   30    1     26    2  -15    -1.035776   2.721684
    3  -29   -7      2   18   24    -1.528540   0.331668
    3  -29    7     -2  -18  -24     0.516994  -0.331261
    3  -23  -19     -3    7  -29     0.453395  -0.377995
    3  -23   19     -5   14  -26     0.640523  -0.559316
    3  -19  -23     23  -12   15    -1.217555   2.337441
    3  -19   23     28   -1   11     0.103872   2.925571
    3   -7  -29     25  -14    9    -0.624723   2.581740
    3   -7   29     12  -20   19    -0.847053   1.242826
    3    7  -29      3   23  -19     1.045240   0.394015
    3    7   29     13    0  -27    -0.022462   1.348696
    3   19  -23    -24  -18    0    -1.021125  -2.552449
    3   19   23    -26   15    2    -1.566333  -2.651499
    3   23  -19     -1   29    8    -0.616637  -0.101906
    3   23   19      0  -29    8     1.874529  -0.068068
    3   29   -7    -21   19  -10     0.790562  -2.178488
    3   29    7    -15  -26   -2    -0.250585  -1.603568
    4  -29   -7     28   -9    6     0.660024   2.897332
    4  -29    7    -16  -23   11    -2.367693  -1.710064
    4  -28  -10    -20   19  -12     0.430695  -2.093063
    4  -28   10     -5   25   16     0.569767  -0.545715
    4  -25  -16    -26   -1   15    -1.183280  -2.718089
    4  -25   16     19   16  -17    -1.247322   2.039560
    4  -23  -19    -23   17   -9    -0.852596  -2.319750
    4  -23   19     -8  -24  -16    -0.568827  -0.909685
    4  -22  -20      1  -26   15    -1.249074   0.121816
    4  -22   20     24    0   18    -0.803556   2.498405
    4  -21  -21     30    0    0    -0.569777   3.112759
    4  -21   21     -1   24  -18    -0.438171  -0.126377
    4  -20  -22    -16  -25    5     0.879318  -1.722350
    4  -20   22     24    1   18     0.276528   2.505833
    4  -19  -23     27   12    5     0.045669   2.862920
    4  -19   23     14   25    9     1.490668   1.452530
    4  -16  -25    -18    0   24    -0.524789  -1.899761
    4  -16   25     -5  -29   -6     1.195062  -0.618099
    4  -10  -28     17   23   -9     0.632644   1.834413
    4  -10   28    -22  -15  -14     0.482063  -2.291266
    4   -7  -29     -5   29    6    -0.886057  -0.530492
    4   -7   29    -30   -2    0     1.930644  -3.136402
    4    7  -29    -25   -9  -14    -0.527246  -2.627765
    4    7   29     23   16  -11    -0.625897   2.408875
    4   10  -28    -20  -10  -20    -1.342105  -2.131640
    4   10   28     -6   -5   29     0.389982  -0.654786
    4   16  -25    -12  -15   23     0.020463  -1.278029
    4   16   25     11  -10  -26     0.800080   1.151511
    4   19  -23     15  -12  -23     0.528459   1.501723
    4   19   23    -20   20   10    -0.277247  -2.083477
    4   20  -22     -7   29   -3     0.105052  -0.692695
    4   20   22      5   27  -12     0.230450   0.609478
    4   21  -21     11  -26   10     0.309368   1.137094
    4   21   21      7   28   -8     1.409833   0.807223
    4   22  -20     -9    6   28     1.620338  -0.966600
    4   22   20     -1   11   28    -0.227990  -0.146887
    4   23  -19     -5   26   14    -0.492920  -0.540317
    4   23   19     30    2    1     0.362917   3.141592
    4   25  -16      4   -7   29     2.413718   0.463534
    4   25   16     25   -9   14    -0.465493   2.587399
    4   28  -10    -17   17   18     1.209122  -1.760580
    4   28   10    -18    0   24    -1.235475  -1.901120
    4   29   -7     -7  -29    4     0.396949  -0.812812
    4   29    7     28    6    9    -0.358783   2.946220
    5  -29   -6     -3    7   29     0.591772  -0.376901
    5  -29    6     -7  -15  -25     1.870900  -0.782616
    5  -27  -12     14    5  -26    -1.306887   1.425480
    5  -27   12     15   26    1     0.484422   1.602706
    5  -26  -14      4   23   19     0.673234   0.508317
    5  -26   14    -11   28   -1    -1.027109  -1.124494
    5  -25  -16      1   -2  -30    -0.054333   0.157103
    5  -25   16      5  -14  -26    -1.903755   0.558318
    5  -16  -25     -3  -29   -7    -1.199789  -0.400860
    5  -16   25     10  -24   15     1.143817   1.032533
    5  -14  -26    -16   25   -4     0.325792  -1.614135
    5  -14   26     15  -14   22    -0.567834   1.501061
    5  -12  -27      7   28    8    -1.654123   0.809182
    5  -12   27     19   12   20     1.280506   2.036126
    5   -6  -29    -28    9   -6     1.689476  -2.894701
    5   -6   29      4   20   22     0.168117   0.493429
    5    6  -29    -17  -21  -13     0.435982  -1.832485
    5    6   29     13    0  -27    -0.228455   1.350136
    5   12  -27      4   20  -22    -1.188265   0.489712
    5   12   27    -23  -11  -16    -0.905767  -2.393958
    5   14  -26     -3    7  -29    -1.313906  -0.379704
    5   14   26    -17  -23    9     1.628769  -1.834063
    5   16  -25     22   -4   20     0.581041   2.275409
    5   16   25     20    4  -22    -0.367534   2.117721
    5   25  -16     20   20  -10     2.563165   2.147457
    5   25   16    -18  -23    7    -1.019081  -1.940762
    5   26  -14    -14   -9  -25     1.256039  -1.435482
    5   26   14    -16   25    5     0.994493  -1.608625
    5   27  -12     -1   27   13     1.357442  -0.110903
    5   27   12     -6   -5  -29    -0.819718  -0.657529
    5   29   -6      1   24  -18     1.315908   0.213139
    5   29    6     27   13    1    -0.608218   2.874822
    6  -29   -5      1   30    0     0.985587   0.246987
    6  -29    5    -10   15  -24    -1.268096  -1.052939
    6  -28   -9    -16   -8   24    -0.981427  -1.682487
    6  -28    9    -15   10   24    -0.974137  -1.509112
    6  -24  -17    -23   15  -12     0.420320  -2.332125
    6  -24   17     23   19   -4    -0.866337   2.423813
    6  -17  -24    -27   -1   13    -0.896066  -2.831531
    6  -17   24     16   11   23    -0.223359   1.691125
    6   -9  -28     30    0    2    -0.053940   3.117830
    6   -9   28    -28    4   10    -0.987748  -2.914592
    6   -5  -29     -4    7  -29    -0.425015  -0.464751
    6   -5   29     15   26    1     0.209647   1.602729
    6    5  -29    -10    4  -28    -0.496343  -1.065649
    6    5   29     11   26   10    -0.200695   1.206062
    6    9  -28    -28   -7    8    -0.782125  -2.950158
    6    9   28     30    1   -1    -1.329074   3.124480
    6   17  -24     29   -7    3     0.459109   2.994167
    6   17   24     15   26   -1    -0.126749   1.595495
    6   24  -17     -7    8  -28    -0.116468  -0.743229
    6   24   17    -15   -2   26     1.795878  -1.542540
    6   28   -9      5   25   16    -0.659272   0.600551
    6   28    9      2  -30    0     0.057006   0.259351
    6   29   -5    -27   12   -5     0.684553  -2.792912
    6   29    5      9  -26  -12    -0.184260   0.933336
    7  -29   -4     16   25   -4    -0.602833   1.724667
    7  -29   -3      4   10   28     0.274486   0.474591
    7  -29    3    -26   10  -11     0.176141  -2.686059
    7  -29    4    -16  -25   -5     0.319233  -1.728820
    7  -28   -8      7  -18   23    -1.304270   0.726413
    7  -28    8     -7  -25  -15     0.049895  -0.798889
    7  -27  -11    -30   -1    1    -1.306093  -3.122139
    7  -27   11    -10   21   19     0.289474  -1.034704
    7  -25  -15     -4  -10   28     0.874527  -0.471537
    7  -25   15    -24  -16   -8    -0.776012  -2.537693
    7  -23  -18      1  -30   -1    -0.856301   0.089099
    7  -23   18     29    5   -6     0.246928   3.051574
    7  -18  -23    -11   23   16     0.083271  -1.140194
    7  -18   23     18  -24   -2    -0.960636   1.846434
    7  -15  -25     23    3   19     0.474984   2.371807
    7  -15   25    -19    4   23    -0.233173  -2.006071
    7  -11  -27      6    9  -28     0.177762   0.658797
    7  -11   27     -4  -28   10     0.495899  -0.518016
    7   -8  -28      2   30    1     0.010114   0.355782
    7   -8   28      1   30   -1     0.190534   0.244894
    7   -4  -29    -21   20   -8    -1.132420  -2.172113
    7   -4   29     26  -15    1    -1.309136   2.661645
    7   -3  -29      4  -19   23     0.428028   0.448328
    7   -3   29     25   15   -7    -1.276979   2.636296
    7    3  -29    -29    1   -8    -0.956300  -3.027135
    7    3   29     25   14    9     1.938126   2.631967
    7    4  -29    -27    0  -13     0.498166  -2.826838
    7    4   29      4  -19  -23     0.261356   0.444684
    7    8  -28    -20    8   21    -0.351132  -2.106402
    7    8   28    -12  -26   -9    -0.850494  -1.303929
    7   11  -27     18    0  -24    -1.030761   1.898799
    7   11   27     21  -19   10     0.161974   2.178341
    7   15  -25     12   20  -19    -0.216636   1.290018
    7   15   25    -19   -4   23    -1.549002  -2.022928
    7   18  -23      0   -8   29    -1.482190  -0.017006
    7   18   23     15   14   22     0.528650   1.566686
    7   23  -18     20   22   -4     0.729652   2.158301
    7   23   18    -23   -4  -19    -1.410263  -2.375551
    7   25  -15    -18  -24   -2     0.171987  -1.956219
    7   25   15    -24  -15  -10    -0.338197  -2.532554
    7   27  -11     -6   29   -5    -1.356700  -0.622650
    7   27   11     30   -2    1     0.668238   3.088375
    7   28   -8     21  -13  -17     1.016607   2.187694
    7   28    8      1   24   18    -0.995945   0.216491
    7   29   -4    -14   25    9    -1.690944  -1.397448
    7   29   -3      9  -28    6    -1.777295   0.929327
    7   29    3     30   -1    0     0.381254   3.097841
    7   29    4    -10   21   19     0.845721  -1.034446
    8  -29   -1     -6   28   -9     2.405864  -0.628301
    8  -29    0      7  -28   -8     0.340411   0.699399
    8  -29    1      5   29    6    -0.189065   0.618373
    8  -28   -7    -27   -2  -13     0.543171  -2.838594
    8  -28    7    -26  -10   11    -0.325537  -2.738678
    8  -24  -16     -7  -25  -15     0.591975  -0.798912
    8  -24   16     21   -8  -20    -0.957679   2.199103
    8  -21  -20     -2  -30   -1    -0.323170  -0.356102
    8  -21   20     20  -20   10     0.538058   2.087082
    8  -20  -21     28    8   -7    -2.553061   2.954447
    8  -20   21     29    0    8     0.061710   3.033407
    8  -16  -24    -25   15   -7     0.439732  -2.575348
    8  -16   24    -25   -5  -16    -0.081783  -2.616461
    8   -7  -28      9   25  -14    -2.180315   0.999373
    8   -7   28     10  -19  -21     0.330699   1.045260
    8   -1  -29      8   16   24    -0.096446   0.893492
    8   -1   29      8   29    1     0.310126   0.923947
    8    0  -29     -1  -30    1     0.346113  -0.244141
    8    0   29     15  -23  -12    -0.750281   1.485867
    8    1  -29      2   18   24     1.694201   0.329532
    8    1   29     27   13   -2    -0.309101   2.866005
    8    7  -28     29   -7   -4    -0.898632   2.989459
    8    7   28      9   23  -17     2.535921   0.995978
    8   16  -24      1  -27  -13    -1.864151   0.111391
    8   16   24     17  -23   -9    -1.357175   1.739623
    8   20  -21     28    6   -9    -1.545023   2.945669
    8   20   21    -15   10   24     0.723362  -1.507898
    8   21  -20     19   17   16    -2.499117   2.047969
    8   21   20    -26    9  -12    -0.077009  -2.691826
    8   24  -16     15  -12   23    -1.474833   1.505894
    8   24   16     15   14  -22     0.722581   1.565711
    8   28   -7     24   16    8    -0.210073   2.539467
    8   28    7     -7    3   29     0.731273  -0.749260
    8   29   -1      0   29    8    -0.873345   0.069366
    8   29    0      1  -28   11    -0.224376   0.109177
    8   29    1     15   23  -12    -0.647624   1.577507
    9  -28   -6      1   30   -1     0.921165   0.244359
    9  -28    6      8   29    0     0.500197   0.921866
    9  -26  -12     -2  -30   -1     0.048389  -0.356531
    9  -26   12     18   24   -2    -1.291493   1.946695
    9  -25  -14      1    2   30    -0.003785   0.181701
    9  -25   14    -18   17  -17    -1.194235  -1.874070
    9  -23  -17     28   -7   -8     1.328081   2.905803
    9  -23   17     -5   29   -6    -0.250841  -0.532443
    9  -17  -23      5   26  -14     0.031873   0.602506
    9  -17   23      0  -11  -28     1.726130  -0.023617
    9  -14  -25    -29    7   -3     0.246436  -2.994839
    9  -14   25     27  -13   -2     0.372785   2.776911
    9  -12  -26    -17  -17  -18    -0.179229  -1.815441
    9  -12   26    -14    9  -25     0.640590  -1.416227
    9   -6  -28     -1   30   -2    -0.631619  -0.097423
    9   -6   28     26  -15    1     0.770000   2.661412
    9    6  -28      0   15   26     0.030150   0.034231
    9    6   28      4   16   25    -0.709455   0.481800
    9   12  -26     16  -11   23    -0.995450   1.651265
    9   12   26      1  -26  -15     0.441846   0.117300
    9   14  -25      2   24  -18    -0.353445   0.333418
    9   14   25    -14  -25   -9     1.852829  -1.452148
    9   17  -23     26   10  -11     0.897108   2.739704
    9   17   23     -1  -28  -11     0.404158  -0.234380
    9   23  -17    -17   13  -21    -0.248158  -1.774231
    9   23   17     22   -4   20    -1.684178   2.274626
    9   25  -14     24  -16    8     0.675487   2.459978
    9   25   14     10   11   26    -0.856899   1.076680
    9   26  -12     30    1   -1     0.368452   3.122346
    9   26   12    -22   20    4    -1.205497  -2.253907
    9   28   -6     -3   29    7     0.571955  -0.360191
    9   28    6      0    2   30     0.098897   0.011662
   10  -28   -4      0  -30   -1     1.594819  -0.079899
   10  -28    4     29    0   -8     1.106943   3.028117
   10  -26  -11     26  -10   11     1.875368   2.685154
   10  -26   11    -24  -18    0    -0.274290  -2.553723
   10  -24  -15    -29   -5    6    -1.889481  -3.051532
   10  -24   15      2   27  -13     0.527104   0.344972
   10  -21  -19     17  -23    9    -2.260512   1.742382
   10  -21   19      6  -28   -9    -1.112577   0.625435
   10  -20  -20     18  -24   -1     0.000003   1.849561
   10  -20   20      4   21  -21     0.337031   0.495745
   10  -19  -21     -8   21   20    -1.320529  -0.844475
   10  -19   21     11  -10   26    -0.706166   1.152332
   10  -15  -24    -30   -2    0    -0.845279  -3.137134
   10  -15   24    -30    0    1    -0.595955  -3.108233
   10  -11  -26     29   -7    3     0.142864   2.995422
   10  -11   26     26  -14   -5    -0.468212   2.664870
   10   -4  -28     18   17  -17     0.400919   1.928513
   10   -4   28     22   14   15     0.776608   2.284653
   10    4  -28     27   13   -1     0.952386   2.866975
   10    4   28    -14  -22  -15     0.122552  -1.445891
   10   11  -26    -16  -24    8     0.759675  -1.714224
   10   11   26     -1   15  -26     0.277025  -0.137979
   10   15  -24    -22   14  -15    -0.138603  -2.269818
   10   15   24    -26  -11   10    -0.112551  -2.745884
   10   19  -21    -23  -19   -3     0.622157  -2.431288
   10   19   21    -13  -27    2    -0.243888  -1.376450
   10   20  -20      0  -11  -28    -0.527097  -0.023755
   10   20   20     -9   23  -17     0.668508  -0.946711
   10   21  -19    -11   16   23    -1.326368  -1.143783
   10   21   19      7  -28    8     0.461887   0.702082
   10   24  -15     -1    1  -30     1.769033  -0.167346
   10   24   15    -12   26   -9    -0.392772  -1.229098
   10   26  -11    -29   -7   -3    -1.125722  -3.069617
   10   26   11    -30    0    1    -2.046600  -3.110220
   10   28   -4      8   29    1    -0.617687   0.923040
   10   28    4    -23    7  -18     0.449209  -2.353450
   11  -28   -1    -23    7   18     0.854211  -2.352079
   11  -28    0     10   19  -21    -0.673512   1.085930
   11  -28    1     29   -7   -4     0.649502   2.989804
   11  -27   -7     25    9   14     0.530674   2.626924
   11  -27    7    -12   20  -19     1.637492  -1.240242
   11  -26  -10      9  -28   -6     1.075922   0.927934
   11  -26   10    -29   -7   -3    -0.660798  -3.069937
   11  -23  -16      2   27  -13    -0.567816   0.345249
   11  -23   16    -16    4  -25    -0.271828  -1.667292
   11  -16  -23     27   13   -1     0.164399   2.868070
   11  -16   23    -27   -5   12     1.649603  -2.841211
   11  -10  -26    -10  -19   21    -2.494743  -1.085423
   11  -10   26    -11   -7   27     0.236394  -1.177895
   11   -7  -27    -12    5  -27    -1.245770  -1.263297
   11   -7   27     12    5  -27    -0.224022   1.268262
   11   -1  -28      5   16  -25     0.806072   0.591609
   11   -1   28     14   15   22    -1.603333   1.439053
   11    0  -28     -8   16   24     1.110779  -0.856411
   11    0   28     16   -8   24    -0.386750   1.656804
   11    1  -28      8  -29    1     0.857378   0.829922
   11    1   28     30    0   -1     0.314259   3.109362
   11    7  -27      3   -7   29    -0.364291   0.377873
   11    7   27    -23    7  -18     0.077109  -2.355438
   11   10  -26    -14    5  -26     0.350045  -1.423145
   11   10   26      9   28   -6     1.195336   1.012668
   11   16  -23     12   23  -15    -0.314800   1.294268
   11   16   23     -6  -29    5    -0.626364  -0.682336
   11   23  -16      1   11  -28     0.707200   0.192249
   11   23   16     28    0   11     0.845974   2.930797
   11   26  -10    -16    8  -24     0.037387  -1.655201
   11   26   10     24    1   18     0.110768   2.503904
   11   27   -7     -4  -21  -21    -1.491735  -0.497772
   11   27    7     -9    6   28    -0.570236  -0.965154
   11   28   -1      5  -12   27     0.161987   0.566003
   11   28    0     16  -24    8     0.744741   1.622038
   11   28    1      0   28   11     0.112581   0.063289
   12  -27   -5      4  -21  -21     1.043579   0.432696
   12  -27    5    -23    9  -17    -1.445054  -2.347957
   12  -26   -9     23   19    4    -1.213583   2.434253
   12  -26    9      7  -29   -4     0.011553   0.688843
